node_id,node_type,title,description,category,difficulty,education_level,career_level,industry,prerequisites,skills_required,skills_gained,recommended_certifications,estimated_duration_months,salary_band_inr,growth_score,demand_score,automation_risk,ai_impact,remote_work_potential,global_opportunity,government_opportunity,private_opportunity,freelance_opportunity,entrepreneurship_opportunity,metadata
dd693f50-7d7f-53dd-a817-0c2f615b0265,education,BBA Retail Mgmt,BBA Retail Mgmt - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
50a9b5c7-46dc-589f-8955-db533192ac89,education,BBA Finance,BBA Finance - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
2b20a8c5-d948-59d3-b7ef-fe7fa0307ea1,education,BCA,BCA - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
31fa7b36-2064-5875-83de-936d877dd1ba,education,BCA Cloud Computing,BCA Cloud Computing - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b41a7655-400c-502f-9f78-3bbadf3d8547,education,BCA Cyber Security,BCA Cyber Security - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
2cafd1e7-81e0-585c-a318-f4df29362897,education,BCA Data Analytics,BCA Data Analytics - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
0fcce83c-27fa-50f9-9ecc-6e09bc540bd0,education,BCA AI,BCA AI - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f6df8f2e-e17e-505a-a3f2-797b5e012a84,education,BA Economics,BA Economics - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b4d223c9-6a79-568a-b4c7-365b0967b551,education,BA English,BA English - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
147d1494-68d3-517f-9223-17bdbadb8c2f,education,BA History,BA History - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e2c25d39-77a1-5b4e-8705-38eb1b43cd31,education,BA Political Science,BA Political Science - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ccdcdbbe-1a2a-594d-b573-018fbba55012,education,BA Sociology,BA Sociology - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
9f258a0f-0b53-5c1f-ab67-34dcac4d1757,education,BA Psychology,BA Psychology - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d09f49be-2a3e-5f2d-a175-4b1cc618ecd9,education,BA Public Admin,BA Public Admin - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b58ec30c-4b0b-5abc-a779-99c866ad9400,education,BA Journalism,BA Journalism - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
c06e946a-109d-55e5-8055-a7e6900c9aa9,education,BA Mass Comm,BA Mass Comm - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
bbb5dd38-4341-5743-856d-938ef0b483ea,education,BA Liberal Arts,BA Liberal Arts - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
fff9b450-9b32-574b-87a3-00daca29fcc8,education,BBA LLB,BBA LLB - Career Node,,1,undergraduate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
13610523-3818-5484-b81b-c06c740ba569,education,B.Com LLB,B.Com LLB - Career Node,,1,undergraduate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
743e8024-a322-5c67-923e-86d88ccef088,education,B.Sc LLB,B.Sc LLB - Career Node,,1,undergraduate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
fa82e99f-14d9-5777-8fc3-2f624e40f9cf,education,LLB (3-year),LLB (3-year) - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e599cb54-00d0-5398-836b-ccb9f1bac4be,education,MBBS,MBBS - Career Node,,1,undergraduate,,,[],[],[],[],66.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
65190981-53d2-52c9-aed2-de9f1b07e5a2,education,BDS,BDS - Career Node,,1,undergraduate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
c38ba53e-b2dd-5672-a4fa-3f28efc35451,education,BAMS,BAMS - Career Node,,1,undergraduate,,,[],[],[],[],66.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
62a56d8e-9183-5436-ac5a-9e541c9ae20f,education,BHMS,BHMS - Career Node,,1,undergraduate,,,[],[],[],[],66.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a9cc1874-b5dc-5059-8ee7-85ed0618e9a1,education,B.Arch,B.Arch - Career Node,,1,undergraduate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f60557b4-0e58-55cc-ae4c-c7fe63228729,education,M.Tech CSE,M.Tech CSE - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b42e6a98-d15b-5ae4-8ff9-c37e0b479dda,education,M.Tech Data Science,M.Tech Data Science - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
6dd909ce-e3c0-5c9a-80f8-913431a025b5,education,M.Tech AI/ML,M.Tech AI/ML - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8c3dcce4-bd71-5817-af49-d6b339f0ba13,education,M.Tech Cyber Security,M.Tech Cyber Security - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d75989bc-ad6e-521b-8cec-d2c1495250d0,education,M.Tech VLSI,M.Tech VLSI - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e827b765-de9a-5f16-814b-8a4a3a266a8d,education,M.Tech Structural,M.Tech Structural - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a96146ee-3ff7-5832-8e53-a68b0736cf47,education,M.Tech Thermal,M.Tech Thermal - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
0ba36d00-e634-5a56-ada1-eefc9af1bfcb,education,M.Tech Automotive,M.Tech Automotive - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
4c6026c8-915a-508b-b280-e0a149b54053,education,M.Tech Biomedical,M.Tech Biomedical - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
607ddef6-153f-5349-b019-c7d748e38bd8,education,M.Tech Renewable Energy,M.Tech Renewable Energy - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5e4794fe-59c8-5b01-8bdb-fa007b6803ff,education,M.Tech Industrial IoT,M.Tech Industrial IoT - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
4913e679-88eb-5cc9-956a-d8977cdd335a,education,M.Tech Robotics,M.Tech Robotics - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1a555c26-d277-5550-919b-2055eef200d1,education,M.Sc Data Science,M.Sc Data Science - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
c318e465-c7bc-582b-8bf9-b844409cd97e,education,M.Sc Computer Science,M.Sc Computer Science - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
db9087e7-30d7-5506-9220-3c8a8fc2f6cd,education,M.Sc Physics,M.Sc Physics - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ec04a0ea-105e-5c47-a69f-0e43f7feb729,education,M.Sc Chemistry,M.Sc Chemistry - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
0a5422ca-8723-5a6c-b7b6-1b637a979788,education,M.Sc Mathematics,M.Sc Mathematics - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
9a2c37dc-ca41-59c7-9b8a-cb3a87c712d5,education,M.Sc Biotechnology,M.Sc Biotechnology - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
576cbecb-57e3-5e84-861b-9870ff5f9910,education,M.Sc Microbiology,M.Sc Microbiology - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
3f855df6-ddb7-5072-8b4b-218ed93a168e,education,M.Sc Environmental Science,M.Sc Environmental Science - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
3dd643eb-c4ba-52f2-91fc-237119c84356,education,M.Sc Astrophysics,M.Sc Astrophysics - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
6e923028-3349-5c81-9638-7c74d11944f7,education,M.Sc Bioinformatics,M.Sc Bioinformatics - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ca82a4dd-e82b-5bef-8916-787c842d2177,education,M.Sc Food Technology,M.Sc Food Technology - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
857a7dbf-44e0-5569-ad48-4f0bead7378c,education,M.Sc Nanoscience,M.Sc Nanoscience - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
384dcc02-8390-5b23-8b80-678ef0f0d945,education,M.Sc Forensic Science,M.Sc Forensic Science - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
62f44979-5592-57cc-8e89-9ded4c47ca87,education,M.Sc Agriculture,M.Sc Agriculture - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1c682ef4-18f9-5375-9456-a6bf9aec3fdc,education,M.Sc Nursing,M.Sc Nursing - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
7e057919-dea3-5343-b122-baa9f9271608,education,MCA,MCA - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5ec30a3b-9df6-5d80-a5c3-5c011c384263,education,MBA,MBA - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5a4a8278-8ce3-581f-b9ae-e6a179fde33d,education,MBA Finance,MBA Finance - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8719c679-117f-5075-96a7-cea845a8c313,education,MBA Marketing,MBA Marketing - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
68dae27f-dcce-5743-9c06-1db0a6763193,education,MBA HR,MBA HR - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f846e1fe-5256-5c7a-8cf4-52ff7c9cd033,education,MBA Operations,MBA Operations - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
6de47f2f-f985-50f8-916f-5262f732f357,education,MBA Business Analytics,MBA Business Analytics - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
3b49f9a2-8c15-5b52-8db3-61e3106ebe6c,education,MBA Healthcare,MBA Healthcare - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5f2143c3-fe26-5d12-906b-ecb08581442a,education,MBA Rural Mgmt,MBA Rural Mgmt - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f16cfb86-70e2-58e9-9e8c-757d0be67846,education,MBA Agribusiness,MBA Agribusiness - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
becf9fcd-a7ce-525b-b667-cacc77e56f28,education,MBA Hospitality,MBA Hospitality - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1d6c8d52-b6cd-52aa-a167-a3b5c747b5f2,education,MBA Sports Mgmt,MBA Sports Mgmt - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
34289312-c27a-59d9-b273-ed50f6979efe,education,MBA Digital Transformation,MBA Digital Transformation - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b9ed7602-abfa-5fa7-b898-accbc4642f2d,education,MBA Supply Chain,MBA Supply Chain - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
45fb230f-a5db-50a5-82aa-b5e59fa8ac8e,education,M.Com,M.Com - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
6ade3800-3b1a-5012-9880-79ee7f21cc04,education,MA Economics,MA Economics - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
97c8849b-0357-55fa-ad11-387c697be447,education,MA English,MA English - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a2f477e5-3d2b-549d-9c69-2691d81a3369,education,MA Sociology,MA Sociology - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
c200652e-5c7c-50af-9ff7-9eb28ddb6647,education,MA Psychology,MA Psychology - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a93c3385-653b-58a7-8fe8-3b009642d778,education,MA Public Admin,MA Public Admin - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
feea3dfa-72a6-5ddc-88b3-0bbbde0cda63,education,MA Journalism,MA Journalism - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
fdf92109-1590-5334-8c60-d7176d07b39d,education,MA Mass Comm,MA Mass Comm - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e445b3dd-972f-52b2-a630-4aa13491c997,education,MA Social Work,MA Social Work - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
31f7092c-57c6-5016-9b2d-9005a2e5c2b8,education,LLM,LLM - Career Node,,1,postgraduate,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b454c734-ca0e-551a-814c-93525b41293c,education,MD Medicine,MD Medicine - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5496b923-6943-5fb7-bcd7-480aaf0ee039,education,MD Pediatrics,MD Pediatrics - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
0cd5acb2-7568-5139-bf2d-f633a9c262ec,education,MD Gynecology,MD Gynecology - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ed44389a-8579-5caa-a232-fea953a0545c,education,MD Radiology,MD Radiology - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1f7419fb-fc70-5a87-9266-61da1251f1a7,education,MD Anesthesia,MD Anesthesia - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b911b08f-bc3d-56ee-be10-fb7db6b4612a,education,MD Dermatology,MD Dermatology - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
2bc95f05-c20c-5559-a461-6bb897f7b124,education,MS General Surgery,MS General Surgery - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a867e5d1-2897-5e46-b276-73ea41b5dcb6,education,MS Orthopedics,MS Orthopedics - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
de749ba0-8722-5fdd-b486-4e6258d7639a,education,MS Ophthalmology,MS Ophthalmology - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
2eb3958f-8861-5f8c-9982-362577427173,education,MS ENT,MS ENT - Career Node,,1,postgraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8023cf7b-9209-519b-b5c1-c87073076178,education,M.Pharma,M.Pharma - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
699ffe5b-e468-501c-9789-453f4583055b,education,M.Arch,M.Arch - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
cc2ec401-c4d5-5abe-9ac0-142cd72ca594,education,M.Plan,M.Plan - Career Node,,1,postgraduate,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
30d33d1c-eaf3-566d-b435-06272141f0ba,education,M.Lib.Sc,M.Lib.Sc - Career Node,,1,postgraduate,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
0c39f0e7-aefd-50b9-a514-9dfbce5ea985,education,PhD Computer Science,PhD Computer Science - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
9d88776f-7aa6-5031-b153-32bfc0e9a1d7,education,PhD Physics,PhD Physics - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
4b05ae16-db19-5735-8ff1-011773fcfdd0,education,PhD Chemistry,PhD Chemistry - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d2ce5938-9fa8-5a77-b00d-2763d54ac083,education,PhD Mathematics,PhD Mathematics - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a3942a6e-8a2e-5bff-8af2-cd7de728bb1b,education,PhD Economics,PhD Economics - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
cdbaaa02-f6a4-5edf-9cd3-6c3ac847bc77,education,PhD Management,PhD Management - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d58e0036-e150-5b0f-9d2f-e5ada759fd4a,education,PhD Biotechnology,PhD Biotechnology - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
bc8a3f84-e0d4-517e-8752-bcdb8c250749,education,PhD Mechanical,PhD Mechanical - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
465e7fb6-1aef-5479-91f8-1d4efc1d78fb,education,PhD Electrical,PhD Electrical - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
7cfcfc25-0611-5e35-a75a-39e686e1a15f,education,PhD Medicine,PhD Medicine - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
c08444af-1590-5cec-8464-a2e9bf27e559,education,PhD Law,PhD Law - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
97e867da-092a-5635-a155-1edccf5c8ce2,education,PhD Psychology,PhD Psychology - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
fa27a506-3470-5268-8801-e5dfffcd142f,education,PhD Agriculture,PhD Agriculture - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
65556b5a-ac8f-5e69-9dd8-a55c4a0b1a2f,education,PhD Pharmacy,PhD Pharmacy - Career Node,,1,doctorate,,,[],[],[],[],60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a22d9c8b-9640-5428-a1b1-b5cf34e5b507,exam,JEE Main,JEE Main - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e02c1e86-928d-5b92-b60c-5e82bd55971d,exam,JEE Advanced,JEE Advanced - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
38c43631-796a-57c5-a5a3-f8dbd05bb188,exam,BITSAT,BITSAT - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5ee5c582-514b-5833-87e9-499dacb93e89,exam,VITEEE,VITEEE - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
37bd1fba-88db-5c6d-b30a-cdde76f8739f,exam,SRMJEEE,SRMJEEE - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
bcb446d3-bcfc-530e-8f20-57e1556b6410,exam,COMEDK,COMEDK - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
40b63142-5352-597e-b3ca-cd67cd6787c7,exam,MHT CET,MHT CET - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ba907228-d374-5526-af7b-c0354c4451e1,exam,KCET,KCET - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1b25e078-9a17-5241-9a94-3ed978502003,exam,AP EAMCET,AP EAMCET - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
9945c358-63bf-5c36-a084-c429fb3c990f,exam,TS EAMCET,TS EAMCET - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a36c5e4e-433e-5a16-afbe-074d41fece22,exam,GUJCET,GUJCET - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8b6001d1-9c00-56a8-aea4-2ea814860c03,exam,OJEE,OJEE - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ffa989db-fbea-54f1-a04f-f1ed6eae4d20,exam,BCECE,BCECE - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
061756f5-b8a5-5a4b-8464-6b576eb7b7ac,exam,WBJEE,WBJEE - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d69cdfe4-8de3-5117-943b-bf594a69c173,exam,CUET,CUET - Career Node,,1,,,,[],[],[],[],,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
